customer_id,full_name,country_of_residence,occupation,product_type,is_pep,risk_score,risk_rating,match_score,activity_ratio
100308,Noah Yilmaz,Japan,Doctor,Savings Account,0,0,Low,0.35,9.25
100309,Rajesh Patel,Japan,Doctor,Credit Card,0,10,Low,0.42,1.0
100310,Kenji Kowalski,China,Retail Trader,Savings Account,0,50,Medium,0.44,1.0
100311,Mohammed Wang,China,Accountant,Savings Account,0,15,Low,0.65,1.2
100312,Chen Nguyen,United Kingdom,Nurse,Trade Finance,0,20,Low,0.27,1.0
100313,Tariq Kimura,United Kingdom,Retail Trader,Savings Account,0,10,Low,0.54,7.65
100314,Elena Kowalski,United Kingdom,Money Service Business,Current Account,0,50,Medium,0.67,6.75
100315,Rajesh Sokolov,Brazil,Nurse,Credit Card,0,35,Medium,0.74,0.9
100316,Priya Muller,Nigeria,Teacher,Current Account,0,25,Medium,0.42,3.64
100317,Omar Cole,Canada,Software Engineer,Current Account,0,20,Low,0.64,5.44
100318,Ivan Chen,Germany,Doctor,International Wire Transfers,0,30,Medium,0.6,4.08
100319,Mary Cole,France,Accountant,Private Banking,0,30,Medium,0.45,1.0
100320,Elena Petrov,United Kingdom,Doctor,Personal Loan,0,20,Low,0.7,3.47
100321,Priya Ivanov,Sweden,Retail Trader,International Wire Transfers,0,60,High,0.72,1.2
100322,Adebayo Dubois,Panama,Accountant,Current Account,0,40,Medium,0.38,1.0
100323,Ivan Sokolov,United States,Doctor,Current Account,0,0,Low,0.72,1.0
100324,Sofia Ivanov,Germany,Car Dealer,Savings Account,0,20,Low,0.72,1.0
100325,Fatima Nakamoto,Nigeria,Civil Servant,Trade Finance,0,45,Medium,0.81,1.0
100326,Mei Kimura,United Kingdom,Jeweller,Current Account,0,20,Low,0.43,1.2
100327,Wei Lindqvist,Nigeria,Civil Servant,Savings Account,0,25,Medium,0.46,1.0
100328,Sofia Hall,India,Doctor,Trade Finance,0,35,Medium,0.45,1.2
100329,Chen Dubois,United States,Car Dealer,Credit Card,0,30,Medium,0.35,2.05
100330,Fatima Osei,Mexico,Doctor,Private Banking,0,45,Medium,0.42,6.19
100331,Ingrid Kowalski,Australia,Money Service Business,Credit Card,0,45,Medium,0.48,1.0
100332,Sofia Nakamura,Japan,Import/Export Trader,Private Banking,0,40,Medium,0.54,1.0
100333,Noah Al-Sayed,Mexico,Teacher,Credit Card,0,35,Medium,0.85,1.0
100334,Elena Kowalski,Nigeria,Software Engineer,Fixed Deposit,0,25,Medium,0.67,2.64
100335,Noah Nguyen,Germany,Civil Servant,Fixed Deposit,0,0,Low,0.42,1.0
100336,Rajesh Osei,United Kingdom,Nurse,Current Account,0,30,Medium,0.34,3.86
100337,Rajesh Petrov,Germany,Teacher,Current Account,0,10,Low,0.72,4.18
100338,Tariq Nakamoto,Brazil,Money Service Business,Savings Account,0,50,Medium,0.77,1.0
100339,Chloe Andersson,Nigeria,Retail Trader,Current Account,0,35,Medium,0.38,2.97
100340,Ravi Brown,UAE,Real Estate Agent,Credit Card,0,45,Medium,0.45,3.38
100341,Benjamin Patel,Nigeria,Civil Servant,Fixed Deposit,0,25,Medium,0.4,0.9
100342,Aisha Nakamoto,Australia,Accountant,Credit Card,0,20,Low,0.77,4.67
100343,Yuki Okafor,United States,Real Estate Agent,Fixed Deposit,0,10,Low,0.52,9.73
100344,Mary Nakamura,UAE,Teacher,Current Account,0,15,Low,0.56,6.03
100345,Ivan Andersson,United States,Accountant,Savings Account,0,10,Low,0.64,3.83
100346,Ingrid Wang,France,Real Estate Agent,Savings Account,0,20,Low,0.36,1.0
100347,Noah Lindqvist,United States,Import/Export Trader,Crypto Wallet,0,30,Medium,0.37,1.2
100348,Zara Kowalski,Sweden,Teacher,International Wire Transfers,0,20,Low,0.46,1.2
100349,Zara Silva,United States,Money Service Business,Current Account,0,25,Medium,0.43,8.85
100350,Nadia Johnson,Iran,Cash-Intensive Business,Savings Account,1,90,High,0.56,1.0
100351,Fatima Smith,Canada,Import/Export Trader,Current Account,0,20,Low,0.42,3.55
100352,Hassan Johnson,China,Software Engineer,Credit Card,0,25,Medium,0.52,1.0
100353,Amara Reddy,United Kingdom,Retail Trader,Credit Card,0,30,Medium,0.5,1.0
100354,Fatima Okonkwo,Germany,Teacher,Crypto Wallet,0,30,Medium,0.5,1.0
100355,Tariq Nakamura,Germany,Teacher,Credit Card,0,10,Low,0.57,2.31
100356,Omar Brown,United Kingdom,Accountant,Current Account,0,0,Low,0.45,4.29
100357,Mei Silva,Kenya,Software Engineer,Savings Account,0,15,Low,0.55,5.63
100358,Ingrid Hall,Australia,Car Dealer,Crypto Wallet,0,40,Medium,0.42,6.56
100359,Fatima Al-Sayed,Nigeria,Nurse,Credit Card,0,45,Medium,0.79,1.0
100360,Mei Cole,Germany,Civil Servant,Trade Finance,0,30,Medium,0.48,1.0
100361,Ingrid Nakamoto,Nigeria,Retail Trader,Fixed Deposit,0,35,Medium,0.74,1.0
100362,Chloe Okonkwo,United States,Civil Servant,Credit Card,0,20,Low,0.46,0.9
100363,Priya Petrov,Canada,Teacher,International Wire Transfers,0,20,Low,0.78,1.0
100364,Emma Nakamura,United Kingdom,Jeweller,Credit Card,0,30,Medium,0.56,7.34
100365,Oluwaseun Cole,Netherlands,Software Engineer,Credit Card,0,10,Low,0.32,9.41
100366,Grace Al-Sayed,Netherlands,Casino Operator,Credit Card,0,35,Medium,0.74,9.48
100367,Lucas Nguyen,Sweden,Money Service Business,International Wire Transfers,0,55,Medium,0.32,4.06
100368,Aisha Chen,Russia,Car Dealer,Private Banking,0,85,High,0.44,1.0
100369,Zara Silva,UAE,Civil Servant,Fixed Deposit,0,25,Medium,0.43,1.2
100370,Tariq Silva,Canada,Civil Servant,Savings Account,0,0,Low,0.64,1.0
100371,James Johnson,United Kingdom,Real Estate Agent,Credit Card,0,20,Low,0.38,9.84
100372,Sofia Andersson,Ireland,Civil Servant,Current Account,0,10,Low,0.46,7.03
100373,Tariq Hall,United States,Precious Metals Dealer,Fixed Deposit,1,60,High,0.67,4.32
100374,Nadia Kowalski,Germany,Accountant,Fixed Deposit,0,0,Low,0.54,1.0
100375,Liam Johnson,Germany,Civil Servant,International Wire Transfers,1,55,Medium,0.42,1.0
100376,Amara Cole,UAE,Accountant,Credit Card,0,35,Medium,0.52,1.0
100377,Thomas Al-Sayed,Canada,Doctor,Savings Account,0,0,Low,0.86,1.0
100378,Sara Nakamura,Germany,Software Engineer,Fixed Deposit,0,10,Low,0.48,9.21
100379,Oluwaseun Brown,Sweden,Money Service Business,International Wire Transfers,0,55,Medium,0.38,1.0
100380,James Volkov,France,Casino Operator,Credit Card,0,45,Medium,0.64,6.52
100381,Sara Silva,Germany,Teacher,Crypto Wallet,0,30,Medium,0.52,1.0
100382,Amara Ivanov,Russia,Car Dealer,Personal Loan,0,70,High,0.64,3.69
100383,Fatima Rossi,Germany,Doctor,Current Account,0,10,Low,0.35,1.0
100384,Grace Muller,United Kingdom,Doctor,Savings Account,0,0,Low,0.32,1.0
100385,Liam Dubois,Canada,Civil Servant,Private Banking,0,30,Medium,0.36,1.0
100386,Sara Smith,India,Real Estate Agent,Credit Card,0,35,Medium,0.36,8.51
100387,Chen Kowalski,Germany,Import/Export Trader,Credit Card,0,30,Medium,0.46,1.0
100388,Chen Mbeki,Japan,Doctor,Trade Finance,0,20,Low,0.35,0.9
100389,Grace Haddad,France,Civil Servant,Personal Loan,0,35,Medium,0.67,0.9
100390,James Nakamura,India,Retail Trader,Personal Loan,0,45,Medium,0.54,1.0
100391,Fatima Bello,Japan,Retail Trader,Personal Loan,0,30,Medium,0.4,1.0
100392,Grace Bello,Australia,Civil Servant,Current Account,0,10,Low,0.42,4.81
100393,Ivan Dubois,France,Accountant,Fixed Deposit,0,0,Low,0.55,5.44
100394,Sara Silva,Mexico,Retail Trader,Fixed Deposit,0,25,Medium,0.52,3.86
100395,Yuki Bello,Afghanistan,Jeweller,Personal Loan,0,60,High,0.38,0.9
100396,Ravi Nguyen,Mexico,Civil Servant,Credit Card,0,25,Medium,0.43,2.02
100397,Sofia Nakamura,Germany,Doctor,Current Account,0,0,Low,0.54,6.13
100398,Grace Haddad,United Kingdom,Accountant,Trade Finance,0,30,Medium,0.67,0.9
100399,Adebayo Khan,United States,Nurse,Savings Account,0,0,Low,0.5,1.0
100400,Ingrid Nakamura,United Kingdom,Real Estate Agent,Private Banking,0,30,Medium,0.52,1.0
100401,Lucas Rossi,UAE,Civil Servant,Personal Loan,0,50,Medium,0.36,7.15
100402,Tariq Nakamoto,India,Accountant,Current Account,0,25,Medium,0.77,3.52
100403,Grace Patel,United States,Real Estate Agent,Current Account,0,20,Low,0.36,3.55
100404,Lucas Patel,Canada,Accountant,International Wire Transfers,0,30,Medium,0.36,1.0
100405,Amara Chen,Russia,Teacher,Current Account,0,70,High,0.43,6.67
100406,Kwame Nguyen,France,Teacher,Current Account,0,15,Low,0.34,1.0
100407,Carlos Rossi,India,Software Engineer,Credit Card,0,35,Medium,0.42,4.85
100408,Carlos Silva,United Kingdom,Civil Servant,Savings Account,0,25,Medium,0.4,1.0
100409,Tariq Hall,Germany,Software Engineer,Savings Account,0,10,Low,0.67,0.9
100410,Chen Haddad,United States,Teacher,Private Banking,0,20,Low,0.7,1.0
100411,Oluwaseun Petrov,Afghanistan,Real Estate Agent,Savings Account,0,60,High,0.67,5.99
100412,Yuki Nakamoto,Germany,Software Engineer,Personal Loan,0,35,Medium,0.88,1.0
100413,Rajesh Cole,South Africa,Civil Servant,Trade Finance,0,45,Medium,0.42,1.0
100414,Chen Wang,France,Money Service Business,Personal Loan,0,35,Medium,0.36,0.9
100415,Mary Dubois,United Kingdom,Accountant,Fixed Deposit,0,10,Low,0.42,1.2
100416,Chen Adeyemi,Brazil,Import/Export Trader,Savings Account,0,25,Medium,0.34,2.39
100417,Ravi Yilmaz,Brazil,Nurse,Current Account,0,25,Medium,0.42,1.2
100418,Sergei Nguyen,UAE,Teacher,Current Account,1,40,Medium,0.62,1.0
100419,Zara Mbeki,France,Accountant,Trade Finance,0,30,Medium,0.35,0.9
100420,Sergei Cole,Australia,Accountant,Fixed Deposit,0,0,Low,0.72,0.9
100421,Carlos Rossi,India,Jeweller,Private Banking,0,55,Medium,0.42,1.2
100422,Sergei Volkov,France,Teacher,Trade Finance,0,20,Low,0.81,1.2
100423,Benjamin Nakamoto,Germany,Money Service Business,Fixed Deposit,0,35,Medium,0.69,4.14
100424,Lucas Sokolov,United States,Teacher,International Wire Transfers,0,20,Low,0.69,5.12
100425,Omar Reddy,Germany,Software Engineer,Savings Account,0,0,Low,0.61,3.11
100426,Elena Nakamura,United Kingdom,Car Dealer,Savings Account,0,20,Low,0.52,1.0
100427,Ivan Nguyen,United States,Software Engineer,Current Account,0,0,Low,0.55,4.9
100428,Fatima Smith,Netherlands,Teacher,Current Account,0,20,Low,0.42,1.0
100429,Mei Dubois,United Kingdom,Accountant,Crypto Wallet,0,30,Medium,0.36,0.9
100430,Adebayo Reddy,Kenya,Teacher,Trade Finance,0,35,Medium,0.48,1.2
100431,Chloe Kimura,United States,Teacher,Credit Card,0,40,Medium,0.33,1.2
100432,Chen Fitzgerald,India,Money Service Business,Private Banking,0,70,High,0.36,1.0
100433,Thomas Lindqvist,Russia,Accountant,International Wire Transfers,0,70,High,0.35,1.2
100434,Ravi Nguyen,United Kingdom,Nurse,Current Account,0,10,Low,0.43,9.66
100435,Aisha Lindqvist,United Kingdom,Teacher,Personal Loan,0,20,Low,0.38,1.0
100436,Kenji Brown,Australia,Money Service Business,Current Account,0,25,Medium,0.33,1.0
100437,Emma Al-Sayed,UAE,Money Service Business,Current Account,0,50,Medium,0.85,1.0
100438,Chloe Rossi,Canada,Teacher,Credit Card,0,20,Low,0.35,8.14
100439,Mei Nakamura,United States,Teacher,Credit Card,0,25,Medium,0.58,7.64
100440,Adebayo Muller,Germany,Software Engineer,Savings Account,0,0,Low,0.31,0.9
100441,Emma Brown,United Kingdom,Doctor,Credit Card,0,20,Low,0.35,2.13
100442,Wei Sokolov,United Kingdom,Nurse,Savings Account,1,35,Medium,0.8,1.0
100443,Grace Lindqvist,United States,Teacher,Fixed Deposit,0,10,Low,0.36,1.0
100444,Dmitri Chen,Nigeria,Teacher,Savings Account,0,25,Medium,0.58,1.0
100445,Yuki Nakamoto,Kenya,Civil Servant,Credit Card,0,35,Medium,0.88,1.0
100446,Hassan Rossi,Canada,Doctor,Savings Account,0,10,Low,0.48,1.0
100447,Sergei Volkov,United States,Civil Servant,Private Banking,0,20,Low,0.81,1.2
100448,Thomas Rossi,India,Car Dealer,Current Account,0,25,Medium,0.42,1.0
100449,Kenji Haddad,United States,Nurse,Savings Account,0,10,Low,0.75,9.63
100450,Mei Andersson,Ireland,Accountant,Savings Account,0,10,Low,0.5,1.2
100451,Kenji Cole,Turkey,Software Engineer,International Wire Transfers,0,45,Medium,0.43,0.9
100452,Dmitri Andersson,India,Money Service Business,Crypto Wallet,0,70,High,0.6,1.2
100453,Mei Muller,United Kingdom,Real Estate Agent,Savings Account,0,20,Low,0.35,1.2
100454,Liam Bello,Russia,Software Engineer,Private Banking,0,60,High,0.48,1.0
100455,Wei Al-Sayed,Nigeria,Jeweller,Savings Account,0,35,Medium,0.77,4.35
100456,Chen Rossi,United Kingdom,Precious Metals Dealer,Crypto Wallet,0,70,High,0.43,1.0
100457,Tariq Muller,Germany,Nurse,Fixed Deposit,0,10,Low,0.62,1.0
100458,Aisha Kowalski,Australia,Precious Metals Dealer,Savings Account,1,60,High,0.43,1.0
100459,Omar Nakamoto,UAE,Doctor,International Wire Transfers,0,45,Medium,0.8,1.0
100460,Lucas Wang,Australia,Software Engineer,International Wire Transfers,0,20,Low,0.37,1.2
100461,Dmitri Petrov,Canada,Teacher,Savings Account,0,10,Low,0.72,0.9
100462,Sofia Hall,France,Teacher,Current Account,0,15,Low,0.45,1.0
100463,Mary Sokolov,Germany,Software Engineer,Private Banking,0,30,Medium,0.77,1.2
100464,Sara Wang,Nigeria,Money Service Business,Fixed Deposit,0,50,Medium,0.45,1.0
100465,Emma Johnson,India,Accountant,International Wire Transfers,0,45,Medium,0.4,1.2
100466,Rajesh Kowalski,Japan,Teacher,International Wire Transfers,0,30,Medium,0.43,5.62
100467,Fatima Khan,Turkey,Nurse,Credit Card,0,25,Medium,0.52,1.0
100468,Chloe Hall,Kenya,Software Engineer,Personal Loan,0,35,Medium,0.35,1.0
100469,Ingrid Johnson,Myanmar,Software Engineer,Savings Account,0,50,Medium,0.44,6.18
100470,Noah Lindqvist,Russia,Teacher,International Wire Transfers,0,60,High,0.37,1.0
100471,Lucas Okafor,France,Teacher,Savings Account,0,15,Low,0.48,1.0
100472,Emma Sokolov,United States,Accountant,Savings Account,0,25,Medium,0.72,1.0
100473,Amara Kowalski,Russia,Import/Export Trader,Credit Card,0,80,High,0.52,2.62
100474,Yuki Andersson,India,Doctor,Savings Account,0,15,Low,0.48,1.0
100475,Kwame Muller,United States,Money Service Business,International Wire Transfers,0,55,Medium,0.4,1.2
100476,Zara Lindqvist,Japan,Software Engineer,Current Account,0,15,Low,0.37,5.34
100477,Dmitri Kimura,China,Teacher,Credit Card,0,35,Medium,0.62,1.2
100478,Ivan Chen,Nigeria,Teacher,Trade Finance,0,35,Medium,0.6,1.2
100479,Sergei Kimura,South Africa,Money Service Business,Current Account,0,50,Medium,0.69,1.0
100480,Elena Rossi,Kenya,Nurse,Savings Account,0,25,Medium,0.58,5.04
100481,Sofia Khan,South Africa,Jeweller,Trade Finance,0,55,Medium,0.45,1.2
100482,Kenji Muller,Brazil,Nurse,Savings Account,0,25,Medium,0.32,1.0
100483,Amara Yilmaz,Netherlands,Teacher,Savings Account,0,10,Low,0.4,1.0
100484,Zara Silva,Canada,Doctor,Savings Account,0,10,Low,0.43,3.41
100485,Rajesh Cole,Nigeria,Software Engineer,Current Account,0,25,Medium,0.42,1.2
100486,Yuki Andersson,China,Accountant,Credit Card,0,25,Medium,0.48,1.0
100487,Sofia Nguyen,India,Real Estate Agent,Savings Account,0,40,Medium,0.34,5.68
100488,Wei Patel,United States,Civil Servant,International Wire Transfers,0,30,Medium,0.4,3.7
100489,Mary Nakamura,Ireland,Nurse,International Wire Transfers,1,55,Medium,0.56,3.82
100490,Aisha Muller,United Kingdom,Teacher,International Wire Transfers,0,20,Low,0.42,4.48
100491,Yuki Kowalski,Germany,Nurse,Current Account,0,10,Low,0.4,3.02
100492,Thomas Silva,Germany,Doctor,Savings Account,0,25,Medium,0.4,4.86
100493,Omar Cole,Canada,Teacher,Current Account,0,10,Low,0.64,1.0
100494,Priya Muller,United Kingdom,Retail Trader,Savings Account,0,20,Low,0.42,1.0
100495,Dmitri Chen,UAE,Jeweller,International Wire Transfers,0,65,High,0.58,9.84
100496,Aisha Chen,Afghanistan,Teacher,Credit Card,0,60,High,0.44,6.52
100497,Ivan Adeyemi,France,Nurse,Current Account,0,0,Low,0.52,5.05
100498,Omar Chen,Netherlands,Cash-Intensive Business,International Wire Transfers,0,55,Medium,0.55,1.0
100499,Oluwaseun Mbeki,France,Money Service Business,Credit Card,0,45,Medium,0.31,1.2
100500,Mei Cole,United Kingdom,Car Dealer,Current Account,0,20,Low,0.48,1.2
100501,Rajesh Andersson,India,Teacher,Trade Finance,0,60,High,0.41,4.22
100502,Yuki Nguyen,Germany,Import/Export Trader,Current Account,0,10,Low,0.35,0.9
100503,Zara Kimura,Australia,Precious Metals Dealer,Private Banking,0,55,Medium,0.35,3.46
100504,Ravi Reddy,United States,Real Estate Agent,Savings Account,0,20,Low,0.45,6.15
100505,Sara Khan,Panama,Import/Export Trader,Savings Account,0,50,Medium,0.48,1.2
100506,Mei Nakamoto,United States,Software Engineer,Current Account,0,0,Low,0.83,1.0
100507,Chen Nakamoto,Sweden,Civil Servant,Savings Account,0,0,Low,0.72,5.18
100508,Elena Johnson,Germany,Cash-Intensive Business,Personal Loan,0,50,Medium,0.62,1.2
100509,Kenji Bello,Panama,Import/Export Trader,Private Banking,0,70,High,0.42,1.2
100510,Oluwaseun Yilmaz,Panama,Software Engineer,Savings Account,1,75,High,0.36,1.0
100511,Aisha Okafor,Australia,Import/Export Trader,Personal Loan,0,50,Medium,0.42,1.2
100512,Ivan Muller,Canada,Accountant,Current Account,0,10,Low,0.64,1.2
100513,Sofia Dubois,United States,Real Estate Agent,Current Account,0,10,Low,0.33,8.82
100514,Thomas Nakamura,United Kingdom,Teacher,International Wire Transfers,0,20,Low,0.52,1.0
100515,Dmitri Rossi,Canada,Casino Operator,Fixed Deposit,0,35,Medium,0.64,1.2
100516,Yuki Andersson,United Kingdom,Retail Trader,Fixed Deposit,0,10,Low,0.48,4.38
100517,Fatima Okonkwo,Iran,Casino Operator,Current Account,0,65,High,0.5,4.68
100518,Aisha Adeyemi,Australia,Teacher,Fixed Deposit,0,10,Low,0.48,1.2
100519,Fatima Chen,Iran,Retail Trader,Current Account,0,50,Medium,0.43,1.2
100520,Oluwaseun Smith,United States,Casino Operator,Current Account,0,25,Medium,0.38,1.0
100521,Rajesh Patel,Turkey,Money Service Business,Savings Account,1,75,High,0.42,1.2
100522,Noah Okonkwo,Germany,Doctor,Savings Account,0,0,Low,0.48,5.06
100523,Benjamin Reddy,Germany,Teacher,International Wire Transfers,0,20,Low,0.46,1.2
100524,Mei Petrov,South Africa,Nurse,Current Account,0,15,Low,0.76,2.56
100525,Dmitri Volkov,Germany,Real Estate Agent,Current Account,0,20,Low,1.0,1.0
100526,Amara Osei,Germany,Retail Trader,Fixed Deposit,0,20,Low,0.52,1.0
100527,Ingrid Patel,Canada,Retail Trader,Personal Loan,0,35,Medium,0.43,1.0
100528,Yuki Hall,Japan,Accountant,Current Account,0,10,Low,0.38,0.9
100529,Sergei Dubois,France,Real Estate Agent,International Wire Transfers,0,55,Medium,0.62,0.9
100530,Kwame Lindqvist,Iran,Accountant,Fixed Deposit,0,50,Medium,0.42,1.0
100531,Wei Fitzgerald,China,Teacher,Current Account,0,25,Medium,0.37,1.0
100532,Mohammed Chen,United States,Doctor,Personal Loan,0,10,Low,0.65,0.9
100533,Yuki Petrov,Russia,Accountant,Credit Card,0,60,High,0.73,3.23
100534,Wei Khan,France,Teacher,Savings Account,0,10,Low,0.48,1.2
100535,Mohammed Hall,France,Car Dealer,Fixed Deposit,0,30,Medium,0.71,3.88
100536,Tariq Johnson,China,Doctor,Current Account,0,15,Low,0.52,1.0
100537,Adebayo Petrov,Brazil,Accountant,Private Banking,0,35,Medium,0.69,7.93
100538,Kenji Yilmaz,Australia,Retail Trader,Savings Account,0,20,Low,0.4,4.93
100539,Thomas Wang,Germany,Real Estate Agent,Current Account,0,20,Low,0.42,1.0
100540,Hassan Ivanov,India,Retail Trader,International Wire Transfers,0,45,Medium,0.62,6.04
100541,Elena Hall,UAE,Doctor,Current Account,0,25,Medium,0.61,5.4
100542,Lucas Osei,Turkey,Jeweller,Credit Card,0,35,Medium,0.35,1.2
100543,Noah Ivanov,United Kingdom,Civil Servant,Personal Loan,0,20,Low,0.58,1.0
100544,Liam Osei,India,Casino Operator,Credit Card,0,80,High,0.4,1.0
100545,Priya Nakamoto,Brazil,Real Estate Agent,Credit Card,0,45,Medium,0.77,1.0
100546,Emma Nguyen,Canada,Retail Trader,Personal Loan,0,20,Low,0.42,5.6
100547,Lucas Lindqvist,Canada,Import/Export Trader,International Wire Transfers,1,65,High,0.36,4.07
100548,Hassan Andersson,Australia,Money Service Business,Fixed Deposit,0,35,Medium,0.55,1.2
100549,Rajesh Haddad,UAE,Accountant,Current Account,0,30,Medium,0.64,1.0
100550,Benjamin Muller,Netherlands,Civil Servant,Fixed Deposit,0,0,Low,0.38,1.2
100551,Chen Cole,Australia,Jeweller,Fixed Deposit,0,10,Low,0.45,0.9
100552,Lucas Nakamura,Nigeria,Import/Export Trader,Savings Account,0,50,Medium,0.46,1.0
100553,Lucas Okonkwo,Russia,Real Estate Agent,Savings Account,0,50,Medium,0.46,1.0
100554,Benjamin Mbeki,South Africa,Civil Servant,Current Account,0,25,Medium,0.37,1.0
100555,Hassan Brown,Canada,Accountant,Private Banking,0,30,Medium,0.48,5.58
100556,Mei Kimura,Japan,Software Engineer,Savings Account,0,0,Low,0.43,1.2
100557,Kenji Cole,Sweden,Retail Trader,Credit Card,0,20,Low,0.43,1.0
100558,Ingrid Kimura,United Kingdom,Civil Servant,Private Banking,0,20,Low,0.38,1.0
100559,Wei Kowalski,Australia,Retail Trader,Trade Finance,0,30,Medium,0.46,4.32
100560,Carlos Reddy,Germany,Accountant,International Wire Transfers,0,30,Medium,0.48,1.0
100561,Carlos Al-Sayed,Germany,Casino Operator,Crypto Wallet,0,55,Medium,0.79,4.76
100562,Zara Khan,Kenya,Cash-Intensive Business,Personal Loan,0,60,High,0.48,5.6
100563,Ivan Kowalski,United States,Car Dealer,Trade Finance,0,40,Medium,0.5,5.66
100564,Elena Nakamura,Russia,Software Engineer,Savings Account,0,40,Medium,0.52,1.0
100565,Nadia Kowalski,Sweden,Precious Metals Dealer,Savings Account,0,25,Medium,0.54,1.0
100566,Chen Johnson,India,Civil Servant,International Wire Transfers,0,45,Medium,0.4,1.0
100567,Sofia Silva,Japan,Teacher,Personal Loan,0,20,Low,0.5,0.9
100568,Lucas Fitzgerald,United States,Jeweller,Personal Loan,0,45,Medium,0.36,1.0
